f0,f1,f2,f3,f4,target
55.985880307311724,36.35850395763691,0.10178592827427743,6.9973366157748655,6.2312969909472855,0
46.000740904322065,39.64716459033247,4.4686091620717985,9.00811564579507,7.739627434790905,1
31.995398368802576,29.572377005629882,4.226234242443671,5.996773448717634,7.318251812768098,1
24.99168569046316,21.776117019143324,5.7645760113973905,0.9951854322848681,6.973170646999875,1
37.99504148466636,23.97986874082943,7.128748461625783,6.995863415906232,3.403130221603469,1
56.008408928537804,18.395550183760047,0.6389962916135178,3.00224831404118,7.43046676359765,1
35.98595003542373,38.13476482601921,5.836303801289006,5.002374368883377,8.38322797859808,0
40.023927432677404,20.589092477836584,1.5055929432554527,4.0089145650231215,9.947905705573993,0
27.991252655937743,30.693671639651726,6.86652029009384,5.007982992241114,3.0767425890801197,0
28.01811521780329,24.026158818857667,6.560869821504173,4.9999272694278405,8.099358549168818,1
41.00589478014838,30.17633784818347,4.326655744211796,5.999666332903448,7.015411588140374,1
52.99726960527564,32.31857339871948,5.688417947969217,5.992123635486222,6.041654829424429,1
56.9972667219145,36.24765452369592,2.512417225612612,8.001041390430261,3.8951958512804237,0
41.00710756129222,22.5380820962165,3.7615540674019567,7.9922472103510644,5.850711126774129,1
19.994670868084963,18.263828587475814,6.566831883756019,8.994940504831298,5.4830047971681,1
39.01214811997357,21.00757694010253,3.650361470632662,8.007010697689909,5.1053369169023695,1
19.001130506043737,37.80901313052672,2.8599938767990167,2.001522581219839,8.109888116178578,0
41.00182863634132,37.232047950261574,3.9515298924093716,0.990385657036845,7.899395797266037,0
47.00903697389374,31.133371290524543,6.628565615487935,2.003862436816421,7.129936730539344,1
54.99174880590615,31.221698508441524,2.6808450941209556,2.002638707149646,9.565610162868314,0
19.010983358973085,32.63105143984577,1.3841520519278263,2.980020265537642,5.435583333418362,0
37.994427452922274,21.864756326308058,5.676770448370933,6.995793347732711,4.715233199490045,1
49.98933290638945,38.12464097213368,6.602033103956075,1.9944648385740549,7.575262511333851,1
28.99833173521594,27.214411255064498,0.7845399307528986,1.0034344888992754,4.4062042557438215,0
38.98261013179744,26.44326890476668,1.908801963192717,5.997845163371355,5.194815938443574,0
42.00058816707416,29.416596009713942,1.1318553316360696,8.994811588456605,4.57596581263999,0
43.98926667879772,19.047422401747248,2.7867398179177627,3.000248143913785,3.497494209238569,0
59.011904969829146,21.651363920084883,3.5945630918953144,5.990665479135719,8.811346141747922,1
45.015685836829924,34.2417801500245,5.987925670073067,2.993040081464988,4.777450509731418,0
33.00361888924446,19.82679066221096,5.201249750842519,0.9975966617301533,6.3229086539640145,1
31.985250681174666,31.2672781015473,4.974841478111255,5.0067924406919655,3.2950485760160038,0
19.992557464324346,23.39102959896957,2.7998948179961722,3.996200674287478,7.878549170978543,0
54.01159260988177,26.550308034940183,6.731492791955531,6.993627826636622,5.3116582579474825,1
23.989459893127243,24.353215934373384,3.770202579660768,5.981520669691824,8.21523471840544,1
